Name des Datensatzes:	BLOCK 2
Wiederholrate [ns]:	19.604
Zeit Shift [ns] (fest):	0.000
Offset (fest):	3.211

Komponente 1
tau [ns]:	5.436311
A:	0.186087
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
1.391602	1.345679	1.660156	61.000000	62.122838	-0.143765
1.416016	-1.654321	1.684570	71.000000	62.122657	1.053547
1.440430	0.345679	1.708984	70.000000	62.247174	0.926640
1.464844	6.345679	1.733398	61.000000	61.839007	-0.107424
1.489258	1.345679	1.757812	77.000000	62.028009	1.706217
1.513672	1.345679	1.782227	72.000000	62.404075	1.130891
1.538086	0.345679	1.806641	64.000000	62.026811	0.246649
1.562500	3.345679	1.831055	75.000000	62.747098	1.414843
1.586914	0.345679	1.855469	63.000000	62.744120	0.032238
1.611328	1.345679	1.879883	62.000000	61.926296	0.009360
1.635742	-0.654321	1.904297	74.000000	61.456353	1.458169
1.660156	-1.654321	1.928711	56.000000	61.459158	-0.729511
1.684570	1.345679	1.953125	57.000000	61.022915	-0.532848
1.708984	2.345679	1.977539	67.000000	60.620233	0.779413
1.733398	-0.654321	2.001953	73.000000	60.314175	1.484763
1.757812	2.345679	2.026367	50.000000	59.695151	-1.371101
1.782227	3.345679	2.050781	51.000000	60.081670	-1.271688
1.806641	-0.654321	2.075195	76.000000	60.215333	1.810625
1.831055	5.345679	2.099609	71.000000	60.599522	1.234310
1.855469	1.345679	2.124023	57.000000	60.230344	-0.427869
1.879883	-2.654321	2.148437	70.000000	59.611695	1.241640
1.904297	-0.654321	2.172852	65.000000	58.871121	0.760194
1.928711	1.345679	2.197266	63.000000	58.478081	0.569708
1.953125	-0.654321	2.221680	61.000000	59.653305	0.172427
1.977539	-0.654321	2.246094	59.000000	59.413065	-0.053777
2.001953	-0.654321	2.270508	63.000000	59.393419	0.454386
2.026367	-1.654321	2.294922	48.000000	59.092859	-1.601116
2.050781	3.345679	2.319336	70.000000	58.825251	1.335638
