Name des Datensatzes:	BLOCK 2
Wiederholrate [ns]:	19.604
Zeit Shift [ns] (fest):	0.000
Offset (fest):	4.446

Komponente 1
tau [ns]:	5.907123
A:	0.010263
%:	100.000000
f:	1.000000

t_irf	irf	t	daten	fit	res
[ns]	counts (offset korrigiert)	[ns]			counts 
3.222656	4191.707317	3.686523	3644.000000	3579.715151	1.064926
3.247070	3299.707317	3.710937	3555.000000	3568.195635	-0.221315
3.271484	2534.707317	3.735352	3604.000000	3556.941705	0.783870
3.295898	1952.707317	3.759766	3541.000000	3545.516118	-0.075893
3.320312	1562.707317	3.784180	3545.000000	3534.137654	0.182438
3.344727	1211.707317	3.808594	3659.000000	3523.211116	2.244828
3.369141	1033.707317	3.833008	3583.000000	3512.547717	1.176987
3.393555	793.707317	3.857422	3517.000000	3502.385217	0.246437
3.417969	701.707317	3.881836	3456.000000	3491.994635	-0.612281
3.442383	587.707317	3.906250	3458.000000	3482.186901	-0.411309
3.466797	513.707317	3.930664	3480.000000	3472.388465	0.129028
3.491211	489.707317	3.955078	3537.000000	3463.149667	1.241752
3.515625	443.707317	3.979492	3479.000000	3453.917820	0.425244
3.540039	393.707317	4.003906	3347.000000	3445.077122	-1.695274
3.564453	377.707317	4.028320	3519.000000	3435.078671	1.414695
3.588867	341.707317	4.052734	3418.000000	3425.495301	-0.128204
3.613281	344.707317	4.077148	3424.000000	3415.453001	0.146065
3.637695	331.707317	4.101562	3428.000000	3405.358660	0.386707
3.662109	332.707317	4.125977	3395.000000	3395.035957	-0.000617
3.686523	305.707317	4.150391	3404.000000	3384.049684	0.341944
3.710937	310.707317	4.174805	3424.000000	3372.755651	0.875748
3.735352	331.707317	4.199219	3404.000000	3361.144743	0.734530
3.759766	310.707317	4.223633	3367.000000	3349.311728	0.304834
3.784180	310.707317	4.248047	3502.000000	3337.672900	2.776842
3.808594	349.707317	4.272461	3346.000000	3325.635543	0.352054
3.833008	370.707317	4.296875	3233.000000	3313.512836	-1.415997
3.857422	414.707317	4.321289	3295.000000	3301.190900	-0.107851
3.881836	388.707317	4.345703	3344.000000	3288.919786	0.952495
3.906250	440.707317	4.370117	3339.000000	3276.647362	1.079063
3.930664	437.707317	4.394531	3273.000000	3264.114020	0.155322
